醫事機構代碼,醫事機構名稱,醫事機構電話,醫事機構地址,經度,緯度
5907011004,永豐久億藥局,(07)7104281,高雄市鳳山區和興里五甲一路１１號１樓,120.3586,22.62189
5907011040,伊甸藥師藥局文化店,(07)7776002,高雄市鳳山區文福里文化西路１１號１樓,120.3494,22.63475
5907011068,新高橋藥局文龍東店,(07)7353946,高雄市鳳山區鎮北里文龍東路３１０號,120.3666,22.64074
5907011086,閤康藥局,(07)7197787,高雄市鳳山區忠義里中山西路３７６－７號１樓,120.3412,22.62897
5907011095,鳳山五甲藥局,(07)7269899,高雄市鳳山區正義里五甲二路１３９號１樓,120.3409,22.6014
5907011111,壹然藥局,(07)7014755,高雄市鳳山區中正里瑞興路４６２號１樓,120.3713,22.63084
5907011148,大樹國泰藥局,(07)7407234,高雄市鳳山區興仁里五甲一路２９２號,120.3539,22.61698
5907011175,鳳西藥局,(07)7902717,高雄市鳳山區忠義里中山西路２３８號１樓,120.3471,22.62831
5907011184,肉豆公藥局南榮店,(07)7278385,高雄市鳳山區善美里南榮路１６９號１樓,120.3366,22.60186
5907011193,新高橋藥局新富店,(07)9630233,高雄市鳳山區新泰里新富路４２８號１樓,120.3451,22.61288
5907011200,和成藥局,(07)7961566,高雄市鳳山區南成里和成路６５號１樓,120.3379,22.58986
5907011219,協康健保藥局,(07)7199259,高雄市鳳山區瑞竹里博愛路２１５號１樓,120.3704,22.62887
5907011228,鳳山青年藥局,(07)7678383,高雄市鳳山區文德里青年路二段３９９號１樓,120.3513,22.64292
5907011264,新高橋藥局青年店,(07)7676179,高雄市鳳山區文衡里青年路二段２８９號１樓,120.3508,22.63964
5907011273,鳳山服安藥局,(07)7406330,高雄市鳳山區忠義里中山西路３８０號１樓,120.3409,22.62906
5907011291,桂林活力藥師藥局鳳山店,(07)7012827,高雄市鳳山區中正里瑞興路４８８號１樓,120.3719,22.63089
5907011317,凱旋藥局,(07)7671181,高雄市鳳山區國隆里新富路３７３號１樓,120.3475,22.61494
5907011362,佑全鳳山藥局,(07)7801568,高雄市鳳山區文德里青年路二段４６３號１－２樓,120.3498,22.64513
5907011371,大樹五甲藥局,(07)8224926,高雄市鳳山區福祥里五甲三路２４號１－２樓．２６號１－２樓,120.3278,22.59317
5907011399,佑家藥師藥局,(07)7673298,高雄市鳳山區新強里新富路２８８號１樓,120.3418,22.61265
5907011406,長青連鎖藥局大士店,(07)7104618,高雄市鳳山區五甲一路１３９號１樓,120.3562,22.61968
5907011497,久億藥局,(07)7663095,高雄市鳳山區新泰里海洋一路１２１號１樓,120.3441,22.61007
5907020021,柏康藥局,(07)6241688,高雄市岡山區壽天路２２號,120.2938,22.79663
5907020030,鑫德昌藥局,(07)6233338,高雄市岡山區溪東路３８號１樓,120.2915,22.79249
5907020076,千千藥局,(07)6216850,高雄市岡山區平和路１２５號１樓,120.2934,22.79455
5907020085,大德藥局,(07)6221456,高雄市岡山區大德一路９８號,120.3025,22.79689
5907020094,大樹岡山藥局,(07)6219477,高雄市岡山區岡山路１３６號,120.2967,22.78913
5907030072,旗美藥局,(07)6629839,高雄市旗山區東平里延平二路４１號,120.4933,22.882
5907030090,睛好活力藥局,(07)6625119,高雄市旗山區湄洲里中山路１２７號,120.482,22.88873
5907030134,旗山啄木鳥藥局,(07)6625728,高雄市旗山區中華路１０５０號,120.4828,22.87904
5907030152,旗山藥局,(07)6621158,高雄市旗山區中華路２３號,120.4841,22.88027
5907040014,寶樹藥局,(07)6812323,高雄市美濃區中山路１段８８號,120.5393,22.90148
5907040023,大佳藥局,(07)6852988,高雄市美濃區獅山里中華路５９－７號,120.5704,22.87774
5907040032,廣元藥局,(07)6810125,高雄市美濃區泰安里中正路一段８－１號,120.5412,22.90198
5907050010,新朋友藥師連鎖藥局,(07)6460588,高雄市林園區東林東路４４號,120.3971,22.50389
5907050029,林園健人藥師藥局,(07)6421598,高雄市林園區林園北路３７２號,120.3951,22.5126
5907050092,林園啄木鳥藥局,(07)6414772,高雄市林園區鳳林路二段８０３號１樓,120.3957,22.5135
5907050109,林園藥局,(07)6425855,高雄市林園區仁愛路１３號１樓,120.3928,22.50418
5907060034,化春藥師藥局,(07)7037275,高雄市大寮區中庄里中庄路３７號,120.3964,22.63453
5907060043,永成專業藥師藥局,(07)7816221,高雄市大寮區中興里鳳林四路６２號,120.3878,22.6152
5907060098,佳和健保藥局,(07)7821500,高雄市大寮區鳳林三路５１２號,120.3954,22.60616
5907060221,淑德健保藥局,(07)7923556,高雄市大寮區內坑里淑德新村１號３樓,120.3707,22.58833
5907060230,華思中西藥局,(07)7835567,高雄市大寮區永芳里進學路１２２號１樓,120.3933,22.60468
5907060258,杏合藥局,(07)7023620,高雄市大寮區後庄里民族路２７０號１樓,120.3917,22.63746
5907060267,加嘉藥局,(07)7860683,高雄市大寮區山頂里內厝路１９１號１樓,120.3901,22.60793
5907070012,舒康藥師藥局,(07)6520268,高雄市大樹區久堂路１２９號,120.4167,22.65781
5907070030,久堂藥局,(07)6512800,高雄市大樹區久堂里久堂路１３６號１樓,120.4178,22.65813
5907080081,英祥連鎖藥局仁雄店,(07)3722509,高雄市仁武區仁雄路３６之２號,120.3512,22.68115
5907080125,仁武丁丁藥局,(07)3721896,高雄市仁武區仁和里鳳仁路２１之８號,120.3558,22.6802
5907080189,德昌藥局仁雄店,(07)3749166,高雄市仁武區灣內里仁雄路３８、３８－１、３８－２號,120.3506,22.68074
5907080214,新高橋藥局八德中店,(07)3485857,高雄市仁武區八卦里八德中路８６、８８、９０號,120.3393,22.68489
5907080223,新高橋藥局仁雄店,(07)3485857,高雄市仁武區赤山里仁雄路８９－３號,120.3457,22.67722
5907080232,大樹仁武藥局,(07)3744777,高雄市仁武區赤山里仁雄路８０－９號,120.3469,22.67811
5907080250,仁同藥局,(07)3736142,高雄市仁武區八卦里永仁街７０６號１樓,120.3313,22.69072
5907080269,興德昌藥局,(07)3757005,高雄市仁武區文武里中華路２３２號,120.3516,22.69985
5907080303,群邦藥局,(07)3745985,高雄市仁武區八德東路１８０號１樓,120.3422,22.68538
5907080321,德杏藥局,(07)3735936,高雄市仁武區永仁街２０號１樓,120.3297,22.68191
5907080330,文武藥局,(07)3733551,高雄市仁武區文武里中華路３５３號,120.3535,22.7011
5907090023,金元發藥局,(07)3542200,高雄市大社區中山路１９９號,120.3471,22.73215
5907090032,上鼎藥師健保藥局,(07)3531053,高雄市大社區中山路４２３號,120.3526,22.73146
5907090069,德泰健保藥局,(07)3524296,高雄市大社區大新路３５之１號１樓,120.3503,22.72531
5907090087,安泰專業藥師藥局,(07)3553715,高雄市大社區中山路２６７號１樓,120.3492,22.73194
5907090121,新高橋藥局大社店,(07)3485857,高雄市大社區中山路２７７號１樓,120.3496,22.73189
5907090167,大樹大社藥局,(07)3531682,高雄市大社區中山路３０８號１樓,120.3503,22.73145
5907100088,本館藥局,(07)3707655,高雄市鳥松區大華里本館路１９０號１樓,120.3361,22.65556
5907110048,和德藥局橋頭店,(07)6113580,高雄市橋頭區橋南路１１６－１號,120.3125,22.75441
5907110066,安麗兒藥局橋頭店,(07)6111209,高雄市橋頭區隆豐路１４８號,120.3062,22.75491
5907110084,昱佳藥局,(07)6110302,高雄市橋頭區仕豐南路６６號,120.3099,22.74901
5907110093,順和藥局,(07)6118688,高雄市橋頭區仕豐路５號,120.3087,22.75144
5907110146,民權藥局,(07)6113632,高雄市橋頭區橋頭里２８鄰成功路２２７號１樓－２２９號１樓,120.3105,22.7563
5907110155,丁丁藥局橋頭店,(07)6113633,高雄市橋頭區成功南路１４８巷３號,120.3134,22.75229
5907120017,和德藥局燕巢店,(07)6143499,高雄市燕巢區西燕里中民路６２８號,120.3612,22.79345
5907140108,德昌藥局阿蓮店,(07)6318868,高雄市阿蓮區阿蓮里中正路４５６號,120.3321,22.88075
5907140117,悅安藥局,(07)6319632,高雄市阿蓮區和蓮里信義路１１１號,120.3263,22.87952
5907140126,天德藥局阿蓮店,(07)6311566,高雄市阿蓮區南蓮里忠孝路１６８、１７０號,120.3304,22.87917
5907150024,安麗兒藥局路竹店,(07)6071699,高雄市路竹區大社路５１號１樓,120.262,22.8632
5907150097,金德昌藥師藥局,(07)6978143,高雄市路竹區大社路９０之６號,120.263,22.86382
5907150177,佑安藥局,(07)6072215,高雄市路竹區中和街１８２號,120.2575,22.85889
5907150202,永昌藥局,(07)6964321,高雄市路竹區延平路８１號,120.2579,22.85786
5907150220,天德藥局路竹店,(07)6975656,高雄市路竹區忠孝路２６－２、２６－３號１樓,120.2601,22.86059
5907150239,固德藥局,(07)6978641,高雄市路竹區金平路３１２號,120.269,22.86954
5907150257,大樹大立藥局,(07)6961663,高雄市路竹區國昌路５１號,120.26,22.85409
5907160039,華安藥局,(07)6938208,高雄市湖內區中山路一段４５１－１９號,120.2459,22.88472
5907160075,安麗兒藥局東方店,(07)6936029,高雄市湖內區湖東里東方路９０號,120.2483,22.87968
5907160093,保生藥局,(07)6990800,高雄市湖內區葉厝里保生路３４０．３４２號,120.2195,22.90733
5907170035,得安藥局,(07)6909718,高雄市茄萣區嘉安里仁愛路三段５６巷１－３號,120.1847,22.90057
5907200038,和德藥局梓官店,(07)6191008,高雄市梓官區梓和里梓官路２３３號１樓,120.267,22.75975
5907200047,永恒健康生活藥局,(07)6102755,高雄市梓官區智蚵里通安路１７６號１樓,120.252,22.7307
5907200065,復安堂藥局,(07)6103147,高雄市梓官區信蚵里廣澤路２號１樓,120.2553,22.7297
5907240014,博林健保藥局,(07)6671883,高雄市內門區觀亭里中正路１６０巷５１號,120.4539,22.9232
5907280036,七賢藥局,(07)5330616,高雄市鹽埕區七賢三路１６２號１樓,120.2829,22.62712
5907290023,明倫藥局,(07)5520736,高雄市鼓山區明倫路１５０號１樓,120.2979,22.66507
5907290103,康喜藥局,(07)5550060,高雄市鼓山區華榮路６０７號,120.2923,22.67088
5907290112,新高橋藥局華榮店,(07)5534727,高雄市鼓山區華榮路２８７號１樓,120.2967,22.66616
5907290158,美館久億藥局,(07)5227762,高雄市鼓山區美術東二路２４５、２４７號,120.2883,22.66526
5907290176,為安藥局,(07)5212912,高雄市鼓山區九如四路９５９號,120.2788,22.65541
5907290238,聯合藥師藥局,(07)5500558,高雄市鼓山區中華一路９７０號１樓,120.2919,22.65515
5907290265,新美館藥局,(07)5522006,高雄市鼓山區中華一路９７２號,120.2919,22.65513
5907290274,明誠丁丁藥局,(07)5520120,高雄市鼓山區明誠三路４６５號,120.3011,22.66097
5907290309,鼓山藥局,(07)5520017,高雄市鼓山區華榮路１０號,120.2973,22.66156
5907290327,金好藥局,(07)5869556,高雄市鼓山區青海路４１８號１樓,120.2845,22.65177
5907290336,丁丁藥局,(07)3854991,高雄市鼓山區美術東二路７號,120.2877,22.65167
5907290345,新高橋藥局裕明店,(07)5224680,高雄市鼓山區裕誠路１６６８號１樓,120.294,22.66065
5907290354,文昇藥局,(07)5525314,高雄市鼓山區慶豐街１２５號,120.2942,22.66724
5907300024,重愛藥局,(07)3501870,高雄市左營區文自路９３０號１樓,120.3161,22.68547
5907300042,育安健保藥局,(07)5508862,高雄市左營區富國路３３９號１樓,120.3071,22.66643
5907300088,神農健保藥局,(07)3418228,高雄市左營區重和路１１７號,120.3121,22.68463
5907300168,金元藥局,(07)3458378,高雄市左營區重愛路２２０號,120.3156,22.68562
5907300177,人尚大藥局,(07)3100000,高雄市左營區榮總路１０９號１樓,120.3217,22.67927
5907300211,勁好健保藥局,(07)5855767,高雄市左營區果峰街１２巷２６號１樓,120.2881,22.67178
5907300239,左野藥局,(07)3486883,高雄市左營區崇德路２２２號,120.3052,22.675
5907300319,士凱藥局,(07)3430257,高雄市左營區孟子路１７８號,120.3126,22.67387
5907300346,正心藥師藥局,(07)5880386,高雄市左營區左營大路４７３之２號,120.295,22.68946
5907300408,安闔藥局,(07)3596913,高雄市左營區榮總路２３號１樓,120.3217,22.67851
5907300417,森森藥師藥局,(07)5853600,高雄市左營區緯六路２１５號１樓,120.2874,22.69707
5907300506,躍獅祐恩藥局,(07)5508706,高雄市左營區明華一路１３２號１樓,120.3073,22.66307
5907300515,詮裕藥局,(07)3453942,高雄市左營區華夏路７０６號１樓,120.3022,22.6778
5907300588,明禾藥局,(07)3493734,高雄市左營區華夏路１７３２號１樓,120.3204,22.68777
5907300613,新高橋藥局河堤店,(07)5582806,高雄市左營區裕誠路１４４號１樓及地下１樓,120.3095,22.66423
5907300631,大樹孟子藥局,(07)3461772,高雄市左營區孟子路２２６、２２８號,120.3112,22.67415
5907300659,維康藥局高榮店,(07)3494540,高雄市左營區榮總路１６３號、１６５號,120.3216,22.6809
5907300677,佳寧峰藥局,(07)5886408,高雄市左營區部後街２號,120.2886,22.6834
5907300686,左營自由藥局,(07)5589991,高雄市左營區自由二路３５０、３５０－１號,120.3091,22.66599
5907300702,禾順左營藥局,(07)3592582,高雄市左營區自由三路４１０號２樓,120.3127,22.67563
5907300711,富元聯合健康藥局,(07)3488585,高雄市左營區博愛三路３７號,120.3038,22.67145
5907300748,翔生藥局合群店,(07)5880055,高雄市左營區緯六路２５６號,120.2871,22.6976
5907300757,奕康藥局,(07)5561908,高雄市左營區明華一路７６號,120.3091,22.663
5907300766,悠仁藥局,(07)3457979,高雄市左營區自由三路１７０號,120.3113,22.67165
5907300784,新高橋藥局博正店,(07)5509810,高雄市左營區忠言路１８０號,120.3038,22.65841
5907300800,元大藥師健保藥局,(07)3507531,高雄市左營區榮德街３２７號,120.3211,22.68636
5907300819,志全藥局,(07)5568217,高雄市左營區富國路１６８號１樓,120.3068,22.66075
5907300882,得孚社區藥局,(07)3410121,高雄市左營區重立路５３３號１樓,120.3098,22.67955
5907300908,明自丁丁藥局,(07)5568902,高雄市左營區自由二路１５２號１樓,120.3089,22.66223
5907300926,高鐵藥局,(07)3452797,高雄市左營區華夏路１３２２．１３２６號,120.312,22.68587
5907300944,左營藥局,(07)5501017,高雄市左營區華夏路３２５號,120.2972,22.67167
5907300953,翔生藥局,(07)5827329,高雄市左營區左營大路５１４號,120.2953,22.68921
5907300971,健勝藥局,(07)5811169,高雄市左營區勝利路１２７－１號１樓,120.2896,22.6806
5907300980,大路藥局,(07)5851001,高雄市左營區左營大路５５－２號１樓,120.2877,22.6813
